filename,width,height,class,xmin,ymin,xmax,ymax
tahu_052_jpg.rf.05e841d23be32410eaf265930393e288.jpg,640,640,tahu goreng,200,297,523,633
tahu_052_jpg.rf.05e841d23be32410eaf265930393e288.jpg,640,640,tahu goreng,359,167,640,441
tahu_052_jpg.rf.05e841d23be32410eaf265930393e288.jpg,640,640,tahu goreng,100,45,470,300
tahu_052_jpg.rf.05e841d23be32410eaf265930393e288.jpg,640,640,tahu goreng,0,209,217,529
sate-20408_jpg.rf.056f9ef39e144f48297c03962b79aafd.jpg,640,640,sate,92,0,640,413
images-52-_jpeg.rf.05dfcf861a5cae38cb8531a39449f6ba.jpg,640,640,tumis kangkung,226,154,501,640
106_jpeg.rf.0545d304c8fde74cc9a589e2c7e305af.jpg,640,640,roti tawar,145,76,567,415
sate_026_jpg.rf.066a13f087e6d45896760170e9fd4e1b.jpg,640,640,sate,0,129,516,640
ikan-goreng_073_jpg.rf.06257e976821b51e8739ba4da3ddd521.jpg,640,640,ikan goreng,154,5,640,640
tumis-kangkung_019_jpg.rf.05e9c107c17ad6a11201ada2b3e51b9e.jpg,640,640,tumis kangkung,0,65,640,575
rendang_19_jpg.rf.0673f51fbc195a17bdfd1b2e37a2221d.jpg,640,640,rendang,84,10,519,640
sate-20247_jpg.rf.0644333510cf04682dd5fe51c4a23ccd.jpg,640,640,sate,0,96,595,580
telur_dadar-3-_jpg.rf.064fb07de39e7517e734c9b2bbe1e5f8.jpg,640,640,telur dadar,2,326,334,611
telur_dadar-3-_jpg.rf.064fb07de39e7517e734c9b2bbe1e5f8.jpg,640,640,telur dadar,117,44,489,335
84_jpeg.rf.05e0b00201d78748b5c8cd40d7009844.jpg,640,640,roti tawar,9,156,427,626
kentang-goreng_068_jpg.rf.067bac22ce68fa0cd33fc394073f76c8.jpg,640,640,kentang goreng,100,69,535,566
OIP-43-_jpeg.rf.063eff9800c6398b61532e95ddd49a96.jpg,640,640,telur dadar,100,105,622,509
rendang_28_jpg.rf.061246152d4b0b19e728299811eca0ca.jpg,640,640,rendang,111,108,390,358
images-16-_jpeg.rf.06d8f74467bc7527181225ced53f8ac9.jpg,640,640,tumis kangkung,0,34,635,595
rendang-20066_jpg.rf.0635ece4d3d4cd980a6f4d3e561eb4fc.jpg,640,640,rendang,63,35,639,608
kentang_040_jpg.rf.06947f92498db3b8400e1e5ea6f65ab9.jpg,640,640,kentang rebus,142,216,317,440
kentang_040_jpg.rf.06947f92498db3b8400e1e5ea6f65ab9.jpg,640,640,kentang rebus,327,214,533,442
kentang_040_jpg.rf.06947f92498db3b8400e1e5ea6f65ab9.jpg,640,640,kentang rebus,324,12,471,219
kentang_040_jpg.rf.06947f92498db3b8400e1e5ea6f65ab9.jpg,640,640,kentang rebus,165,18,339,241
bakso-20406_jpg.rf.07ce0a71d862fb37e0f2389ca363571d.jpg,640,640,bakso,87,5,600,629
kentang-rebus_063_jpg.rf.07991ad13c4857356052bdefd1680a93.jpg,640,640,kentang rebus,63,52,429,564
bakso_051_jpg.rf.0716fb4256e2c81333a7ab866c78ff1f.jpg,640,640,bakso,83,263,519,546
157_jpeg.rf.06dcc05ed9dcfe26ff7cd1a4c791b2d7.jpg,640,640,capcay,135,67,551,553
76_jpeg.rf.08127e07ab6b51a25a04cabf23d52526.jpg,640,640,capcay,155,26,623,464
5_jpeg.rf.06f0182d3ca3635d5acd32be16b1b498.jpg,640,640,telur ceplok,79,45,585,617
tempe_017_jpeg.rf.0735be722460a15af7241f6de0a078de.jpg,640,640,tempe goreng,9,153,364,484
tempe_017_jpeg.rf.0735be722460a15af7241f6de0a078de.jpg,640,640,tempe goreng,434,199,640,567
tempe_017_jpeg.rf.0735be722460a15af7241f6de0a078de.jpg,640,640,tempe goreng,88,335,484,640
images-97-_jpeg.rf.07dca39822b61564b22936894f2ab120.jpg,640,640,sop,186,14,571,566
kentang-goreng_062_jpg.rf.07b7dc0b6c55bf2dadc4e5240fa51503.jpg,640,640,kentang goreng,61,175,363,339
tumis-kangkung_010_jpg.rf.082944695d743d0d1f762c3450fe601b.jpg,640,640,tumis kangkung,30,24,555,607
telur-ceplok_050_jpg.rf.07739e0d0256c2da2eeb2c3d5113b2cc.jpg,640,640,telur ceplok,289,55,575,444
images-2024-08-05T203310-021_jpeg.rf.06f7661f4d9e5ec056f48ef982a6d3e2.jpg,640,640,sop,94,65,582,572
rendang_074_jpg.rf.06db55bd10df7d78523551ece0061255.jpg,640,640,rendang,17,40,634,600
bakso-20437_jpg.rf.06d931af7a3758f0581e8e1b996a42d1.jpg,640,640,bakso,65,33,640,539
rendang_013_jpg.rf.08344bd17acc42c8f6fd4a27e25c84bc.jpg,640,640,rendang,0,0,586,640
tumis-kangkung_058_jpg.rf.082d3dd653464c0b2f3e5b19dbd29b1a.jpg,640,640,tumis kangkung,37,59,610,590
donat_085_jpg.rf.079ac2824ec5d4f18d0d1978048c32c3.jpg,640,640,donat,185,88,469,270
nasi_058_jpg.rf.080987e94bfcf815278ffd864eb0f057.jpg,640,640,nasi,165,0,414,614
ikan-bakar_026_jpg.rf.081ee140820b5558712b65b98db587e2.jpg,640,640,ikan bakar,299,175,640,633
ikan-bakar_026_jpg.rf.081ee140820b5558712b65b98db587e2.jpg,640,640,ikan bakar,23,78,256,550
ayam-bakar_005_jpeg.rf.07e6650d4972e799df9743d71f7590a1.jpg,640,640,ayam bakar,87,156,324,472
ayam-bakar_005_jpeg.rf.07e6650d4972e799df9743d71f7590a1.jpg,640,640,ayam bakar,151,0,452,236
141_jpeg.rf.0840c4e5687531dd309f639e9b702efb.jpg,640,640,puding,204,169,501,640
sate-20479_jpg.rf.083308ec2ce73484bb3a4dd1b6fac7a6.jpg,640,640,sate,12,93,636,593
80_jpeg.rf.0817e6b52e647d8ff594feaafc44991a.jpg,640,640,puding,83,45,526,584
OIP-15-_jpeg.rf.0866e3468d9704c8e3ebe3dffbfa0878.jpg,640,640,telur dadar,279,149,502,432
OIP-15-_jpeg.rf.0866e3468d9704c8e3ebe3dffbfa0878.jpg,640,640,telur dadar,18,336,285,639
OIP-15-_jpeg.rf.0866e3468d9704c8e3ebe3dffbfa0878.jpg,640,640,telur dadar,45,65,288,346
nasi-putih-kukus-foto-resep-utama_jpg.rf.085228e0e3caeda4551e8bc5106d727d.jpg,640,640,nasi,104,34,537,502
images75_jpg.rf.084f72b4c8bb1725a6b1b48631e0de84.jpg,640,640,tempe goreng,0,19,275,598
132_jpeg.rf.08870f23f6ed4033108a97796a2793f4.jpg,640,640,puding,38,110,600,610
ayam-goreng_021_jpeg.rf.08c9fc6839bff7f73e50360554c1c66b.jpg,640,640,ayam goreng,125,190,492,438
rendang-20040_jpg.rf.08ed915e6d0c747a76aca6c2366ac3b6.jpg,640,640,rendang,69,101,597,541
409266e2437e34db31ca3a4edf36ee1c_jpg.rf.08abeb7be273f6dd9b37b14a6c4e6d46.jpg,640,640,ayam goreng,101,272,525,532
409266e2437e34db31ca3a4edf36ee1c_jpg.rf.08abeb7be273f6dd9b37b14a6c4e6d46.jpg,640,640,tahu goreng,32,244,150,388
409266e2437e34db31ca3a4edf36ee1c_jpg.rf.08abeb7be273f6dd9b37b14a6c4e6d46.jpg,640,640,tempe goreng,104,199,232,315
tumis-kangkung_029_jpg.rf.086cff0ab140cd17e38204c1bed028ff.jpg,640,640,tumis kangkung,0,191,640,563
106_jpeg.rf.085b8dc970c8dab0132f5110f26d5afa.jpg,640,640,roti tawar,226,73,565,495
tahu-goreng_008_jpeg.rf.087561b270c95026a1c6c90ffde83ce2.jpg,640,640,tahu goreng,276,143,501,377
tahu-goreng_008_jpeg.rf.087561b270c95026a1c6c90ffde83ce2.jpg,640,640,tahu goreng,330,443,540,640
tahu-goreng_008_jpeg.rf.087561b270c95026a1c6c90ffde83ce2.jpg,640,640,tahu goreng,0,258,171,473
tahu-goreng_008_jpeg.rf.087561b270c95026a1c6c90ffde83ce2.jpg,640,640,tahu goreng,75,396,256,640
111_jpeg.rf.088b001bd66118a4dd91613955576459.jpg,640,640,ikan goreng,79,221,585,438
111_jpeg.rf.088b001bd66118a4dd91613955576459.jpg,640,640,ikan goreng,66,0,578,234
tempe_032_jpg.rf.089c5ed17982a2eabdd81821f07863cd.jpg,640,640,tempe goreng,0,84,213,249
tempe_032_jpg.rf.089c5ed17982a2eabdd81821f07863cd.jpg,640,640,tempe goreng,161,71,370,237
tempe_032_jpg.rf.089c5ed17982a2eabdd81821f07863cd.jpg,640,640,tempe goreng,316,103,521,276
tempe_032_jpg.rf.089c5ed17982a2eabdd81821f07863cd.jpg,640,640,nasi,0,227,439,462
81_jpeg.rf.090efa55eb1789e5c66ab51d1e6c3ebb.jpg,640,640,telur ceplok,280,100,577,457
tempe_045_jpg.rf.08c948d6336f80c541f20d9e9575b4c4.jpg,640,640,tempe goreng,224,59,562,368
tempe_045_jpg.rf.08c948d6336f80c541f20d9e9575b4c4.jpg,640,640,tempe goreng,78,310,432,615
tempe_045_jpg.rf.08c948d6336f80c541f20d9e9575b4c4.jpg,640,640,tempe goreng,428,193,640,595
sop_067_jpg.rf.08686b9b91982c23a4a012af12ec6595.jpg,640,640,sop,147,103,511,464
tempe_013_jpeg.rf.08a0d0bdd248750b370b053744a885f9.jpg,640,640,tempe goreng,89,15,394,376
ayam-bakar_065_jpg.rf.092d96463b5701af6b5769af00ffa05e.jpg,640,640,ayam bakar,238,201,552,624
ayam-bakar_065_jpg.rf.092d96463b5701af6b5769af00ffa05e.jpg,640,640,nasi,329,75,523,328
ayam-bakar_065_jpg.rf.092d96463b5701af6b5769af00ffa05e.jpg,640,640,tempe goreng,185,156,297,314
images498_jpg.rf.092cadd005e9341290361eb2b3632e0c.jpg,640,640,nasi,95,251,198,467
sate-20360_jpg.rf.08bd5ffa6dbacfc35110e928981bca86.jpg,640,640,sate,36,24,640,587
rendang_14_jpg.rf.086b9b44a98b2fec296fcfa198bc94c2.jpg,640,640,rendang,91,250,597,617
OIP-38-_jpeg.rf.08ed989144e6806bbef94c135143c088.jpg,640,640,telur dadar,8,149,343,558
OIP-38-_jpeg.rf.08ed989144e6806bbef94c135143c088.jpg,640,640,telur dadar,327,126,639,446
OIP-38-_jpeg.rf.08ed989144e6806bbef94c135143c088.jpg,640,640,telur dadar,337,400,640,640
capcay_17_jpg.rf.08cbcd48e54c545a23bf0ee0a0abe456.jpg,640,640,capcay,117,108,586,521
telur-rebus_047_jpg.rf.08f99ee00ffbfbb713388378b3995fd3.jpg,640,640,telur rebus,238,147,433,378
telur-rebus_047_jpg.rf.08f99ee00ffbfbb713388378b3995fd3.jpg,640,640,telur rebus,334,361,524,583
telur-rebus_047_jpg.rf.08f99ee00ffbfbb713388378b3995fd3.jpg,640,640,telur rebus,161,315,355,567
rendang-20266_jpg.rf.0976c3387efc1e86b1198973b7a24999.jpg,640,640,rendang,65,11,567,592
OIP-26-_jpeg.rf.0965531bbcc5e610a7fde8e4b1b5e0d4.jpg,640,640,telur dadar,131,164,630,579
ikan-bakar_057_jpg.rf.09a713da0689f7a000bb2212b1155e64.jpg,640,640,ikan bakar,203,165,640,561
ikan-bakar_057_jpg.rf.09a713da0689f7a000bb2212b1155e64.jpg,640,640,ikan bakar,104,81,583,350
kentang-rebus_050_jpg.rf.0918c0cce77232717fa47e4a22c8a899.jpg,640,640,telur rebus,212,141,452,290
kentang-rebus_050_jpg.rf.0918c0cce77232717fa47e4a22c8a899.jpg,640,640,kentang rebus,178,457,500,555
kentang-goreng_053_jpg.rf.0955aabeea94b6e2c039fb08512c31da.jpg,640,640,kentang goreng,99,29,491,575
images-69-_jpeg.rf.09a051c7ecfde1fa0b368f98cc1aaa74.jpg,640,640,tumis kangkung,134,95,519,493
donat_068_jpg.rf.08c509e12917b38dc39ef42a658ce3e0.jpg,640,640,donat,162,146,356,287
donat_068_jpg.rf.08c509e12917b38dc39ef42a658ce3e0.jpg,640,640,donat,20,233,203,380
donat_068_jpg.rf.08c509e12917b38dc39ef42a658ce3e0.jpg,640,640,donat,124,338,321,496
donat_068_jpg.rf.08c509e12917b38dc39ef42a658ce3e0.jpg,640,640,donat,282,257,482,400
donat_068_jpg.rf.08c509e12917b38dc39ef42a658ce3e0.jpg,640,640,donat,242,455,451,620
donat_068_jpg.rf.08c509e12917b38dc39ef42a658ce3e0.jpg,640,640,donat,402,363,604,524
sate-20389_jpg.rf.098b501127936811fef2b20d0d981499.jpg,640,640,sate,88,0,542,392
sate_022_jpg.rf.09990cd7a9d48070bc569ac5f1ed08f3.jpg,640,640,sate,132,93,567,629
rendang_18_jpg.rf.09d2ffaf9a5912dfb9f388b3c4dea647.jpg,640,640,rendang,60,51,631,535
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,0,452,223,613
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,216,443,412,588
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,410,434,581,574
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,7,304,230,459
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,230,299,408,450
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,403,297,581,437
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,14,146,239,308
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,235,149,415,300
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,410,149,593,299
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,9,0,244,153
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,237,0,417,151
donat_032_jpg.rf.09a1dd577a36b9cf7f53d73ecdfdc486.jpg,640,640,donat,417,18,602,155
rendang-20073_jpg.rf.09e1fa5cdae092b041fb225348b9b8ca.jpg,640,640,rendang,58,227,640,618
telur_dadar-28-_jpg.rf.09ac56371468abf1b29d52a98daa8f93.jpg,640,640,telur dadar,140,5,640,629
roti_015_jpg.rf.0a2f9a0d93e6bbd1034aded38499d124.jpg,640,640,roti tawar,70,68,563,544
sate_044_jpg.rf.09a7ca5461b0190654ab7b182b0c9344.jpg,640,640,sate,126,157,640,616
tumis-kangkung_012_jpg.rf.0a3876ff3ec2f1f3e61673ff33c058d8.jpg,640,640,tumis kangkung,65,0,574,618
images500_jpg.rf.09f9a67bb620bf88a6ccfb966198d561.jpg,640,640,nasi,215,173,504,550
120_jpeg.rf.0a4c23a6f0c5388d23fd60127f9f1177.jpg,640,640,roti tawar,307,226,593,441
download-19-_jpeg.rf.0a11ca0cbe70792cf96a1e8dd2dccf5d.jpg,640,640,sop,17,63,640,587
5bee213654a53413bb5ce51b31f63b91_jpg.rf.09d1681f52c05196c60cebe69d40ac2d.jpg,640,640,ayam goreng,243,253,526,552
5bee213654a53413bb5ce51b31f63b91_jpg.rf.09d1681f52c05196c60cebe69d40ac2d.jpg,640,640,tempe goreng,377,191,487,312
bakso_071_jpg.rf.0a35ac7aa7a7927c88bdabb31e8140f7.jpg,640,640,bakso,83,61,600,547
tahu_054_jpg.rf.0a044a726e5dbb72fa4685f83f14c51a.jpg,640,640,tahu goreng,71,282,262,551
tahu_054_jpg.rf.0a044a726e5dbb72fa4685f83f14c51a.jpg,640,640,tahu goreng,206,205,359,451
tahu_054_jpg.rf.0a044a726e5dbb72fa4685f83f14c51a.jpg,640,640,tahu goreng,297,64,456,354
tahu_054_jpg.rf.0a044a726e5dbb72fa4685f83f14c51a.jpg,640,640,tahu goreng,186,447,361,640
tahu_054_jpg.rf.0a044a726e5dbb72fa4685f83f14c51a.jpg,640,640,tahu goreng,301,342,485,624
tahu_054_jpg.rf.0a044a726e5dbb72fa4685f83f14c51a.jpg,640,640,tahu goreng,402,213,569,495
telurebus_015_jpeg.rf.0af8d32fb51e8658f0ef14a6cc5d1a53.jpg,640,640,telur rebus,73,89,247,270
telurebus_015_jpeg.rf.0af8d32fb51e8658f0ef14a6cc5d1a53.jpg,640,640,telur rebus,348,25,618,303
telurebus_015_jpeg.rf.0af8d32fb51e8658f0ef14a6cc5d1a53.jpg,640,640,telur rebus,331,279,629,481
telurebus_015_jpeg.rf.0af8d32fb51e8658f0ef14a6cc5d1a53.jpg,640,640,telur rebus,200,416,490,606
telurebus_015_jpeg.rf.0af8d32fb51e8658f0ef14a6cc5d1a53.jpg,640,640,telur rebus,221,140,439,328
telurebus_015_jpeg.rf.0af8d32fb51e8658f0ef14a6cc5d1a53.jpg,640,640,telur rebus,136,276,341,438
telurebus_015_jpeg.rf.0af8d32fb51e8658f0ef14a6cc5d1a53.jpg,640,640,telur rebus,18,253,168,389
telurebus_015_jpeg.rf.0af8d32fb51e8658f0ef14a6cc5d1a53.jpg,640,640,telur rebus,44,372,216,552
images-68-_jpeg.rf.0ad257e3d69f3d02a9e6b586d3b2fbdc.jpg,640,640,tumis kangkung,0,7,640,628
images536_jpg.rf.0a4bdfdead57f44531944e45154672ac.jpg,640,640,nasi,49,111,427,569
sate_029_jpg.rf.09f113d73dca5da1dcc30b1a1dfb70cb.jpg,640,640,sate,70,91,640,640
ikan-bakar_058_jpg.rf.0a73b13cd2e089bb3ef8ab6e82a5e8fc.jpg,640,640,ikan bakar,40,0,533,640
sate_034_jpg.rf.0ab1377494be023055391de9758256b9.jpg,640,640,sate,17,11,578,640
ayam-bakar_042_jpg.rf.0a43f36d9d097ea8226e834d5cd4f62b.jpg,640,640,ayam bakar,0,0,382,451
ayam-bakar_042_jpg.rf.0a43f36d9d097ea8226e834d5cd4f62b.jpg,640,640,ayam bakar,195,3,640,476
images449_jpg.rf.0b105d899735c009659871a1b09400b9.jpg,640,640,tempe goreng,323,114,561,294
images449_jpg.rf.0b105d899735c009659871a1b09400b9.jpg,640,640,tempe goreng,82,74,340,198
telurdadar_012_jpg.rf.0b1725f8c63916ef1f40fd96f8853f3c.jpg,640,640,telur dadar,0,20,640,589
rendang-20162_jpg.rf.0b1f8275a28656cf76e683336461e6c4.jpg,640,640,rendang,274,197,640,556
images-2024-08-05T204912-038_jpeg.rf.0a90eb4ba9f2aab9bcc35d27423c09c3.jpg,640,640,tumis kangkung,151,143,423,561
telur_dadar-57-_jpg.rf.0a871eff01948ef97f3b2cd18e9cca30.jpg,640,640,telur dadar,0,0,640,640
sop_002_jpg.rf.0afdf02ab8ceee055518f45e659b4714.jpg,640,640,sop,131,0,640,640
ceplok_16_jpg.rf.0a5692fc91af1248bde90068bfa48da7.jpg,640,640,telur ceplok,23,131,640,498
OIP-10-_jpeg.rf.0aef29d33c8e1e248bccefde9a9617df.jpg,640,640,telur dadar,107,0,544,608
4_jpg.rf.0b1103badec4c00f52a4bdc74c967728.jpg,640,640,ayam bakar,272,37,457,541
kentang-goreng_017_jpeg.rf.0b3b772eae13875f32459a23662a2b94.jpg,640,640,kentang goreng,38,32,640,597
telur-ceplok_004_jpg.rf.0b3153d165c6a7b8dc40c65ddd01fcf2.jpg,640,640,telur ceplok,2,0,638,582
rendang-20262_jpg.rf.0b7610f99eff284f098aaf8ff47dbe9c.jpg,640,640,rendang,155,202,522,593
62a56d545b9ce280f4ca0e5882f32b17_jpg.rf.0b93dffdd4097c60ddc642a272bbe2d9.jpg,640,640,ayam goreng,370,330,590,534
62a56d545b9ce280f4ca0e5882f32b17_jpg.rf.0b93dffdd4097c60ddc642a272bbe2d9.jpg,640,640,ayam goreng,35,300,381,396
sate-20369_jpg.rf.0b99c046af7c52490393283069e9897f.jpg,640,640,sate,124,94,443,640
ikan-goreng_024_jpeg.rf.0b6b3371f0aea2d42f1170fbeaf01b2e.jpg,640,640,ikan goreng,64,20,195,553
ikan-goreng_024_jpeg.rf.0b6b3371f0aea2d42f1170fbeaf01b2e.jpg,640,640,ikan goreng,0,0,101,502
ikan-goreng_024_jpeg.rf.0b6b3371f0aea2d42f1170fbeaf01b2e.jpg,640,640,ikan goreng,177,0,313,521
ikan-goreng_024_jpeg.rf.0b6b3371f0aea2d42f1170fbeaf01b2e.jpg,640,640,ikan goreng,309,0,479,545
bakso-20412_jpg.rf.0aab0a68f2b923a3358b40df506686ee.jpg,640,640,bakso,109,122,640,563
143_jpeg.rf.0b7c8c73538cb92a71cb3f5553ee9c56.jpg,640,640,ikan bakar,76,342,267,640
telur-rebus_053_jpg.rf.0b3d73dc3fc296cbb4f87741bc6cbd06.jpg,640,640,telur rebus,166,73,568,626
telur-ceplok_029_jpg.rf.0ba81fec453a0318d2dae977727f8446.jpg,640,640,telur ceplok,105,138,380,640
sate-20374_jpg.rf.0b456c32195c4f8c8cb8c54025c7ed3b.jpg,640,640,sate,128,235,640,608
sate-20348_jpg.rf.0b832cce24d919671730cce8e96c7cc6.jpg,640,640,sate,60,0,578,593
66_jpeg.rf.5908530ede533bc7edaec4960d4eca0c.jpg,640,640,roti tawar,167,277,493,526
sate-20397_jpg.rf.591e1d2b09e0a909022a5e61e9d7f5b7.jpg,640,640,sate,18,78,548,521
images392_jpg.rf.59262a6a9b8ef24fb580521fd72add87.jpg,640,640,tempe goreng,182,401,401,552
images392_jpg.rf.59262a6a9b8ef24fb580521fd72add87.jpg,640,640,tempe goreng,145,216,262,393
images392_jpg.rf.59262a6a9b8ef24fb580521fd72add87.jpg,640,640,tempe goreng,319,290,501,509
rendang-20041_jpg.rf.592eec15510e57ebd9358fe7be968429.jpg,640,640,rendang,44,104,598,527
bakso-20368_jpg.rf.5980b7fcc703d1c38e73af69b6726244.jpg,640,640,bakso,106,114,532,581
telur-rebus_100_jpeg.rf.58d7d65720aea0e2d00d6f3a38869356.jpg,640,640,telur rebus,175,300,362,553
telur-rebus_100_jpeg.rf.58d7d65720aea0e2d00d6f3a38869356.jpg,640,640,telur rebus,69,217,242,458
telur-rebus_100_jpeg.rf.58d7d65720aea0e2d00d6f3a38869356.jpg,640,640,telur rebus,138,55,315,244
rendang-20207_jpg.rf.596782974aefb8b2754ab611d89d3ed6.jpg,640,640,rendang,72,82,596,606
tumis-kangkung_059_jpg.rf.592c2301814052afe6c317bf61895ff7.jpg,640,640,tumis kangkung,0,101,640,480
66_jpeg.rf.59662375d8373a2c40be6da60f1d3272.jpg,640,640,puding,154,229,397,640
donat_074_jpg.rf.59827897751ea039496e5cc8c3e71f54.jpg,640,640,donat,412,307,637,523
donat_074_jpg.rf.59827897751ea039496e5cc8c3e71f54.jpg,640,640,donat,290,137,509,356
donat_074_jpg.rf.59827897751ea039496e5cc8c3e71f54.jpg,640,640,donat,142,0,375,210
donat_074_jpg.rf.59827897751ea039496e5cc8c3e71f54.jpg,640,640,donat,0,117,225,344
donat_074_jpg.rf.59827897751ea039496e5cc8c3e71f54.jpg,640,640,donat,142,287,361,498
donat_074_jpg.rf.59827897751ea039496e5cc8c3e71f54.jpg,640,640,donat,279,430,498,631
41_jpeg.rf.590c9bcfc413a4e7b591919e68dbd970.jpg,640,640,ikan bakar,231,154,441,531
tempe_065_jpg.rf.596b9fa1930c9892d69c5e7d97f619ad.jpg,640,640,ikan goreng,432,96,640,536
tempe_065_jpg.rf.596b9fa1930c9892d69c5e7d97f619ad.jpg,640,640,tahu goreng,62,275,247,443
tempe_065_jpg.rf.596b9fa1930c9892d69c5e7d97f619ad.jpg,640,640,nasi,222,206,435,411
tempe_065_jpg.rf.596b9fa1930c9892d69c5e7d97f619ad.jpg,640,640,tempe goreng,90,110,241,287
images286_jpg.rf.59575d08f629d682091d25c082e21757.jpg,640,640,nasi,144,133,477,597
images364_jpg.rf.59cf164a55dd86433861197dfbca5c2d.jpg,640,640,nasi,143,118,538,421
tumis-kangkung_023_jpg.rf.592488b42ea3729d955cba8370219086.jpg,640,640,tumis kangkung,21,38,640,615
bakso_026_jpg.rf.59d4382ab68ab164040426a19407939f.jpg,640,640,bakso,0,45,640,570
tempe_006_jpeg.rf.59d3e1d18c0ad88d50604757aee1ba19.jpg,640,640,tempe goreng,271,194,589,602
tempe_006_jpeg.rf.59d3e1d18c0ad88d50604757aee1ba19.jpg,640,640,tempe goreng,31,140,353,526
tempe_006_jpeg.rf.59d3e1d18c0ad88d50604757aee1ba19.jpg,640,640,tempe goreng,329,30,629,234
tempe_006_jpeg.rf.59d3e1d18c0ad88d50604757aee1ba19.jpg,640,640,tempe goreng,79,3,405,177
10_jpeg.rf.59d547ea8e615e164d0dc2727bf69f22.jpg,640,640,roti tawar,1,137,635,582
Fries-Train-317-_jpeg.rf.597606960e606fa76c83c09feb7a26f9.jpg,640,640,kentang goreng,0,248,640,588
images413_jpg.rf.594445a217d1571047fe601959942507.jpg,640,640,tempe goreng,219,402,491,640
capcay_018_jpg.rf.59a55be46257d35e8a5788b22fa48039.jpg,640,640,capcay,38,46,626,640
rendang_005_jpg.rf.58e3cf143d8c198b96579bb73b13890e.jpg,640,640,rendang,17,24,632,590
puding_059_jpg.rf.59f0cc46b7b498b1805a689c73a29f73.jpg,640,640,puding,157,238,567,495
rendang-20275_jpg.rf.59e0fb2986d64af8143995b666d6d295.jpg,640,640,rendang,69,26,621,548
sop_024_jpg.rf.59e49bdc47a6a4b52bf7295ab0159bce.jpg,640,640,sop,14,49,575,640
roti_039_jpg.rf.5a0ddc1a092ab312400f78d0b7577e29.jpg,640,640,roti tawar,35,8,602,575
nasi_001_jpg.rf.59fa22e1a39a4b719e8efe1341cd879a.jpg,640,640,nasi,155,76,533,560
telur-ceplok_074_jpg.rf.5a1681d04a952f72cb460dd4b1c94717.jpg,640,640,telur ceplok,0,164,640,555
capcay_073_jpg.rf.5a0e72747a525cbe2192521c304dad24.jpg,640,640,capcay,178,63,574,568
bakso-20476_jpg.rf.5a555a18b0b6031faeefb8b28f05f204.jpg,640,640,bakso,63,54,631,601
kentang-goreng_056_jpg.rf.5a19b21f965155ad561df2be7f6297a2.jpg,640,640,kentang goreng,50,84,528,581
tumis-kangkung_070_jpg.rf.59f1121f4399cf3fcc7f3384c6fefcd8.jpg,640,640,tumis kangkung,138,155,518,485
OIP-34-_jpeg.rf.5a2a831cea077c8f2b31b798a4a2fd49.jpg,640,640,telur dadar,0,15,640,640
afb19ec56bb9ee1a182ec0f89455626d_jpg.rf.5a448638386758b3e8d81693e1ee0dbc.jpg,640,640,ayam goreng,349,126,601,314
afb19ec56bb9ee1a182ec0f89455626d_jpg.rf.5a448638386758b3e8d81693e1ee0dbc.jpg,640,640,ayam goreng,153,286,459,416
afb19ec56bb9ee1a182ec0f89455626d_jpg.rf.5a448638386758b3e8d81693e1ee0dbc.jpg,640,640,ayam goreng,110,109,390,286
rendang-20224_jpg.rf.5a6757ed00a3d329038a07fc31f285b9.jpg,640,640,rendang,0,7,640,559
70_jpeg.rf.5a665404ed18d43f0649d379e771852f.jpg,640,640,ayam bakar,0,105,571,410
kangkung_3_jpg.rf.5a5114a0dfd8e813f29c8e6ddee69b1a.jpg,640,640,tumis kangkung,27,9,640,564
OIP-36-_jpeg.rf.5a76f168fba066fc89ccc3197c712659.jpg,640,640,telur dadar,143,123,419,534
images-9-_jpeg.rf.5a496d3e8fa7d35d1acb44f57295dd48.jpg,640,640,sop,13,5,623,640
images362_jpg.rf.5a107ac32df012cc370276cd47979700.jpg,640,640,nasi,168,112,401,399
bakso_026_jpg.rf.5aad66bf6b76e06ec44de4014aa7844c.jpg,640,640,bakso,70,0,595,640
capcay_035_jpg.rf.5a67c95097f87b0575f8b104554b144b.jpg,640,640,capcay,82,55,530,476
141_jpeg.rf.5aac14c3fa210fda38ccddf78c76d0a3.jpg,640,640,capcay,33,0,593,640
